dia,localidad,provincia,temperaturaMax,horaRegistroTempMac,temperaturaMin,horaRegistroTempMin,precipitacion
2017-10-29,Aramaio,Araba/�lava,13.0,16:20,9.1,16:20,0.0
2017-10-29,Amurrio,Araba/�lava,17.2,16:10,9.3,16:10,0.0
2017-10-29,Lalastra,Araba/�lava,12.6,17:30,7.4,17:30,0.0
2017-10-29,Agurain/Salvatierra,Araba/�lava,14.3,17:10,6.8,17:10,0.6
2017-10-29,Labastida,Araba/�lava,16.5,16:00,9.3,16:00,0.4
2017-10-29,Leza,Araba/�lava,17.1,14:30,10.7,14:30,0.0
2017-10-29,Campezo/Kanpezu,Araba/�lava,15.3,13:40,8.5,13:40,0.0
2017-10-29,Cabrales,Asturias,20.0,15:00,12.9,15:00,0.0
2017-10-29,Llanes,Asturias,19.7,12:20,13.8,12:20,0.0
2017-10-29,Amieva, Panizales,Asturias,20.8,14:30,12.6,14:30,0.0
2017-10-29,Pilo�a,Asturias,20.6,14:40,14.2,14:40,0.0
2017-10-29,Colunga,Asturias,19.7,13:50,13.0,13:50,0.0
2017-10-29,Gij�n, Campus,Asturias,20.7,14:20,15.1,14:20,0.0
2017-10-29,Cabo Pe�as,Asturias,18.6,15:30,15.0,15:30,0.0
2017-10-29,Asturias Aeropuerto,Asturias,20.0,14:00,13.2,14:00,0.0
2017-10-29,Puerto de Pajares,Asturias,14.1,12:00,7.1,12:00,0.0
2017-10-29,Pola de Lena,Asturias,19.8,16:20,11.9,16:20,0.0
2017-10-29,Aller,Asturias,18.4,15:20,4.7,15:20,0.0
2017-10-29,Mieres,Asturias,21.4,16:20,14.4,16:20,0.0
2017-10-29,Oviedo,Asturias,19.3,15:20,14.1,15:20,0.0
2017-10-29,Tineo, Soto de la Barca,Asturias,20.2,15:40,14.0,15:40,0.0
2017-10-29,Pola de Somiedo,Asturias,20.1,16:00,3.6,16:00,0.0
2017-10-29,Salas,Asturias,19.3,16:10,14.6,16:10,0.2
2017-10-29,Cabo Busto,Asturias,18.6,14:40,15.3,14:40,0.0
2017-10-29,Dega�a,Asturias,20.1,16:20,6.9,16:20,0.0
2017-10-29,Ibias, San Antolin,Asturias,21.9,15:50,9.3,15:50,0.0
2017-10-29,Villay�n, Oneta,Asturias,19.2,15:10,12.2,15:10,0.0
2017-10-29,Castropol,Asturias,19.6,14:50,13.1,14:50,0.0
2017-10-29,Taramundi, Ouria,Asturias,17.8,15:00,13.1,15:00,0.0
2017-10-29,Puerto de Leitariegos,Asturias,18.9,14:10,8.8,14:10,0.0
2017-10-29,Mu�otello,�vila,19.8,14:20,7.2,14:20,0.0
2017-10-29,�vila,�vila,16.9,18:10,5.8,18:10,0.0
2017-10-29,Gotarrendura,�vila,18.7,17:40,5.3,17:40,0.0
2017-10-29,Arevalo,�vila,20.3,16:50,3.5,16:50,0.0
2017-10-29,Rivilla de Barajas,�vila,18.6,17:20,7.7,17:20,0.0
2017-10-29,Barco de Avila,�vila,21.6,14:10,3.7,14:10,0.0
2017-10-29,Puerto El Pico,�vila,21.9,15:30,3.7,15:30,0.0
2017-10-29,Candeleda,�vila,25.9,17:40,12.0,17:40,0.0
2017-10-29,Herrera del Duque,Badajoz,28.1,16:40,9.0,16:40,0.0
2017-10-29,Peraleda del Zaucejo,Badajoz,26.9,16:50,9.3,16:50,0.0
2017-10-29,Castuera,Badajoz,26.1,17:10,17.5,17:10,0.0
2017-10-29,Navalvillar de Pela,Badajoz,28.6,16:40,10.2,16:40,0.0
2017-10-29,Don Benito,Badajoz,28.6,16:30,11.1,16:30,0.0
2017-10-29,Llerena,Badajoz,26.1,17:20,14.6,17:20,0.0
2017-10-29,Villafranca de los Barros,Badajoz,28.2,16:10,7.0,16:10,0.0
2017-10-29,M�rida,Badajoz,28.9,16:10,8.9,16:10,0.0
2017-10-29,Zafra,Badajoz,29.0,16:50,9.3,16:50,0.0
2017-10-29,Almendralejo,Badajoz,27.7,16:20,12.3,16:20,0.0
2017-10-29,Badajoz Aeropuerto,Badajoz,30.5,17:10,8.8,17:10,0.0
2017-10-29,Alburquerque,Badajoz,29.6,16:50,13.1,16:50,0.0
2017-10-29,Puebla de Obando,Badajoz,28.6,16:10,14.2,16:10,0.0
2017-10-29,Badajoz,Badajoz,31.0,17:30,10.8,17:30,0.0
2017-10-29,Olivenza,Badajoz,28.5,17:10,13.3,17:10,0.0
2017-10-29,Alconchel,Badajoz,29.7,16:10,13.2,16:10,0.0
2017-10-29,Barcarrota,Badajoz,28.7,17:40,12.1,17:40,0.0
2017-10-29,Villanueva del Fresno,Badajoz,30.2,16:00,16.5,16:00,0.0
2017-10-29,Monesterio,Badajoz,25.6,16:10,13.8,16:10,0.0
2017-10-29,Fuente de Cantos,Badajoz,27.0,16:10,14.3,16:10,0.0
2017-10-29,Jerez de los Caballeros,Badajoz,29.2,16:20,12.4,16:20,0.0
2017-10-29,Fregenal de la Sierra,Badajoz,27.2,15:50,11.0,15:50,0.0
2017-10-29,Azuaga,Badajoz,26.8,16:30,12.4,16:30,0.0
2017-10-29,Pontons,Barcelona,22.7,16:40,10.3,16:40,0.0
2017-10-29,Vilafranca del Pened�s,Barcelona,23.2,15:30,11.3,15:30,0.0
2017-10-29,Sitges,Barcelona,22.7,14:10,14.4,14:10,0.0
2017-10-29,Berga,Barcelona,18.4,16:50,9.7,16:50,0.0
2017-10-29,Balsareny,Barcelona,21.1,17:00,8.6,17:00,0.0
2017-10-29,Prats de Llu�an�s,Barcelona,19.3,16:20,7.1,16:20,0.0
2017-10-29,Moi�,Barcelona,18.2,16:40,8.6,16:40,0.0
2017-10-29,Manresa,Barcelona,22.1,17:00,9.4,17:00,0.0
2017-10-29,Monistrol de Montserrat,Barcelona,16.8,15:30,10.7,15:30,0.0
2017-10-29,Igualada,Barcelona,21.9,15:30,9.1,15:30,0.0
2017-10-29,Corbera, Pic d'Agulles,Barcelona,21.6,15:10,10.9,15:10,0.0
2017-10-29,Barcelona,Barcelona,22.2,14:20,16.8,14:20,0.0
2017-10-29,Barcelona, Museo Mar�timo,Barcelona,22.8,14:20,16.8,14:20,0.0
2017-10-29,Caldes de Montbui,Barcelona,23.1,16:50,10.7,16:50,0.0
2017-10-29,Vilassar de Dalt,Barcelona,24.0,14:10,16.1,14:10,0.0
2017-10-29,Arenys de Mar,Barcelona,23.3,14:00,14.6,14:00,0.0
2017-10-29,Fogars de Montcl�s,Barcelona,18.6,13:00,10.8,13:00,0.0
2017-10-29,Sant Juli�  de Vilatorta,Barcelona,19.2,15:30,8.3,15:30,0.0
2017-10-29,Lekeitio,Bizkaia,17.3,14:30,13.4,14:30,0.0
2017-10-29,Forua,Bizkaia,17.7,14:30,9.8,14:30,0.0
2017-10-29,Punta Galea,Bizkaia,18.0,14:30,11.4,14:30,0.0
2017-10-29,Orozko,Bizkaia,17.0,17:00,8.7,17:00,0.0
2017-10-29,Abadi�o,Bizkaia,12.1,16:10,7.5,16:10,0.0
2017-10-29,Amorebieta--Etxano,Bizkaia,17.5,15:40,9.2,15:40,0.0
2017-10-29,Balmaseda,Bizkaia,17.7,16:10,8.8,16:10,0.0
2017-10-29,G�e�es,Bizkaia,17.6,15:30,10.3,15:30,0.0
2017-10-29,Bilbao Aeropuerto,Bizkaia,19.2,15:20,10.1,15:20,0.0
2017-10-29,Sopuerta,Bizkaia,17.9,15:20,9.9,15:20,0.0
2017-10-29,Coru�a del Conde,Burgos,19.9,15:50,5.0,15:50,0.0
2017-10-29,Aranda de Duero,Burgos,19.1,14:40,4.7,14:40,0.2
2017-10-29,Pedrosa del Pr�ncipe,Burgos,18.0,15:50,7.4,15:50,0.8
2017-10-29,Palacios de la Sierra,Burgos,18.1,14:50,3.2,14:50,1.4
2017-10-29,Monterrubio de la Demanda,Burgos,13.7,13:40,6.9,13:40,0.6
2017-10-29,Villamayor de los Montes,Burgos,15.3,15:50,8.9,15:50,0.0
2017-10-29,Burgos Aeropuerto,Burgos,16.2,16:30,7.1,16:30,0.0
2017-10-29,Santa Gadea de Alfoz,Burgos,13.7,15:20,7.6,15:20,0.2
2017-10-29,Sargentes de la Lora,Burgos,15.8,14:50,7.0,14:50,0.0
2017-10-29,Briviesca,Burgos,16.9,15:00,8.8,15:00,0.0
2017-10-29,Medina de Pomar,Burgos,18.1,16:10,7.5,16:10,0.0
2017-10-29,Miranda de Ebro,Burgos,19.2,14:40,7.1,14:40,0.0
2017-10-29,Madrigal de la Vera,C�ceres,24.8,16:50,13.2,16:50,0.0
2017-10-29,Navalmoral de la Mata,C�ceres,25.6,17:20,6.9,17:20,0.0
2017-10-29,Garganta de la Olla,C�ceres,23.2,17:20,15.1,17:20,0.0
2017-10-29,Serradilla,C�ceres,24.5,16:40,15.7,16:40,0.0
2017-10-29,Jaraicejo,C�ceres,24.7,16:10,15.0,16:10,0.0
2017-10-29,Trujillo,C�ceres,27.2,15:10,11.1,15:10,0.0
2017-10-29,C�ceres,C�ceres,26.8,15:50,13.2,15:50,0.0
2017-10-29,Ca�averal,C�ceres,26.2,16:30,18.7,16:30,0.0
2017-10-29,Nu�omoral,C�ceres,26.4,15:20,8.5,15:20,0.0
2017-10-29,Guijo de Granadilla,C�ceres,26.1,15:50,17.2,15:50,0.0
2017-10-29,Herv�s,C�ceres,24.2,14:20,12.6,14:20,0.0
2017-10-29,Montehermoso,C�ceres,28.0,16:00,19.0,16:00,0.0
2017-10-29,Tornavacas,C�ceres,23.3,15:30,13.4,15:30,0.0
2017-10-29,Piornal,C�ceres,23.4,15:40,12.5,15:40,0.0
2017-10-29,Plasencia,C�ceres,26.6,17:30,15.4,17:30,0.0
2017-10-29,Coria,C�ceres,27.7,16:30,16.2,16:30,0.0
2017-10-29,Hoyos,C�ceres,26.4,16:00,18.3,16:00,0.0
2017-10-29,Zarza La Mayor,C�ceres,27.6,16:10,17.5,16:10,0.0
2017-10-29,Valverde del Fresno,C�ceres,26.9,15:50,18.4,15:50,0.0
2017-10-29,Aliseda,C�ceres,27.3,15:20,12.6,15:20,0.0
2017-10-29,Brozas,C�ceres,26.8,16:10,16.9,16:10,0.0
2017-10-29,Valencia de Alc�ntara,C�ceres,26.9,16:40,11.1,16:40,0.0
2017-10-29,Guadalupe,C�ceres,26.5,15:20,13.9,15:20,0.0
2017-10-29,Ca�amero,C�ceres,26.5,16:10,14.0,16:10,0.0
2017-10-29,Zorita,C�ceres,28.5,18:20,16.0,18:20,0.0
2017-10-29,Alcuescar,C�ceres,28.1,17:00,12.8,17:00,0.0
2017-10-29,Chipiona,C�diz,26.8,13:40,13.2,13:40,0.0
2017-10-29,Rota, Base Naval,C�diz,25.9,17:10,12.4,17:10,0.0
2017-10-29,Grazalema,C�diz,26.9,15:30,12.7,15:30,0.0
2017-10-29,Olvera,C�diz,28.6,14:10,15.4,14:10,0.0
2017-10-29,El Bosque,C�diz,26.9,13:10,12.8,13:10,0.0
2017-10-29,San Jos� del Valle,C�diz,28.8,14:50,13.9,14:50,0.0
2017-10-29,Jerez de la Frontera Aeropuerto,C�diz,28.9,14:00,10.7,14:00,0.0
2017-10-29,San Fernando,C�diz,26.6,15:10,16.4,15:10,0.0
2017-10-29,C�diz,C�diz,25.5,16:10,16.4,16:10,0.0
2017-10-29,Medina Sidonia,C�diz,26.1,12:40,11.4,12:40,0.0
2017-10-29,Vejer de la Frontera,C�diz,24.8,13:10,17.4,13:10,0.0
2017-10-29,Barbate,C�diz,26.4,13:10,12.9,13:10,0.0
2017-10-29,Tarifa,C�diz,23.3,15:40,18.5,15:40,0.0
2017-10-29,Jimena de la Frontera,C�diz,21.8,15:40,7.8,15:40,0.0
2017-10-29,San Roque,C�diz,21.3,16:20,11.3,16:20,0.0
2017-10-29,Castro Urdiales,Cantabria,18.2,14:10,12.8,14:10,0.0
2017-10-29,Ramales de la Victoria,Cantabria,19.6,16:20,8.8,16:20,0.0
2017-10-29,Barcena de Cicero, Treto,Cantabria,18.9,15:00,10.2,15:00,0.0
2017-10-29,Soba, Alto Miera,Cantabria,14.1,16:40,7.9,16:40,0.0
2017-10-29,Santander Aeropuerto,Cantabria,19.8,13:40,11.7,13:40,0.0
2017-10-29,Santander,Cantabria,18.3,13:40,13.6,13:40,0.0
2017-10-29,Villacarriedo,Cantabria,17.8,16:00,9.7,16:00,0.0
2017-10-29,Los Tojos, B�rcena Mayor,Cantabria,18.2,16:00,8.9,16:00,0.0
2017-10-29,San Felices de Buelna,Cantabria,19.9,16:00,10.1,16:00,0.0
2017-10-29,Torrelavega, Sierrapando,Cantabria,19.1,15:40,12.4,15:40,0.0
2017-10-29,San Vicente de la Barquera,Cantabria,18.9,13:10,12.1,13:10,0.0
2017-10-29,Camale�o, Fuente De,Cantabria,18.0,15:10,6.5,15:10,0.0
2017-10-29,Cill�rigo de Li�bana, Tama,Cantabria,20.8,16:20,10.3,16:20,0.0
2017-10-29,Tresviso,Cantabria,16.3,16:50,9.9,16:50,0.0
2017-10-29,Santillana del Mar, Altamira,Cantabria,18.4,11:40,12.5,11:40,0.0
2017-10-29,Reinosa,Cantabria,15.5,16:00,5.3,16:00,0.0
2017-10-29,Alto Campoo,Cantabria,13.9,16:30,6.3,16:30,0.0
2017-10-29,Valderredible, Cubillo de Ebro,Cantabria,17.1,15:10,8.7,15:10,0.0
2017-10-29,Valderredible, Polientes,Cantabria,17.5,15:50,7.5,15:50,0.2
2017-10-29,Segorbe,Castell�/Castell�n,23.8,14:20,11.3,14:20,0.0
2017-10-29,Montanejos,Castell�/Castell�n,22.9,15:20,11.7,15:20,0.0
2017-10-29,Villafranca del Cid/Vilafranca,Castell�/Castell�n,19.1,16:10,6.8,16:10,0.0
2017-10-29,Atzeneta del Maestrat,Castell�/Castell�n,24.1,15:30,11.0,15:30,0.0
2017-10-29,Castell�n - Almassora,Castell�/Castell�n,24.2,12:50,15.0,12:50,0.0
2017-10-29,Torreblanca,Castell�/Castell�n,24.2,12:10,15.9,12:10,0.0
2017-10-29,La Pobla de Benifass�-Fredes,Castell�/Castell�n,16.5,16:00,7.3,16:00,0.0
2017-10-29,Vinar�s,Castell�/Castell�n,25.6,13:20,12.8,13:20,0.0
2017-10-29,Morella,Castell�/Castell�n,17.4,16:00,9.2,16:00,0.0
2017-10-29,Castellfort,Castell�/Castell�n,15.0,15:30,7.9,15:30,0.0
2017-10-29,Ceuta,Ceuta,21.0,14:30,17.4,14:30,0.0
2017-10-29,Alcazar de San Juan,Ciudad Real,22.2,16:30,9.2,16:30,0.0
2017-10-29,Tomelloso,Ciudad Real,22.7,16:20,4.8,16:20,0.0
2017-10-29,Ciudad Real,Ciudad Real,22.6,15:50,9.0,15:50,0.0
2017-10-29,Villanueva de los Infantes,Ciudad Real,23.4,15:30,10.2,15:30,0.0
2017-10-29,Valdepe�as,Ciudad Real,22.8,16:50,8.7,16:50,0.0
2017-10-29,Viso del Marqu�s,Ciudad Real,22.6,15:30,8.4,15:30,0.0
2017-10-29,Aben�jar,Ciudad Real,22.7,16:30,11.1,16:30,0.0
2017-10-29,Puebla de Don Rodrigo,Ciudad Real,26.7,16:10,5.5,16:10,0.0
2017-10-29,Almad�n,Ciudad Real,27.2,17:20,14.3,17:20,0.0
2017-10-29,Puertollano,Ciudad Real,23.0,16:40,12.9,16:40,0.0
2017-10-29,Fuencaliente,Ciudad Real,26.7,16:10,15.5,16:10,0.0
2017-10-29,Valsequillo,C�rdoba,26.7,15:50,7.6,15:50,0.0
2017-10-29,Hinojosa del Duque,C�rdoba,25.3,16:20,10.1,16:20,0.0
2017-10-29,Carde�a,C�rdoba,28.0,16:40,15.3,16:40,0.0
2017-10-29,Montoro,C�rdoba,30.8,17:20,7.9,17:20,0.0
2017-10-29,Villanueva de C�rdoba,C�rdoba,26.9,16:20,14.0,16:20,0.0
2017-10-29,C�rdoba, Embalse de Guadanu�o,C�rdoba,28.7,17:00,12.6,17:00,0.0
2017-10-29,C�rdoba Aeropuerto,C�rdoba,31.2,18:20,9.7,18:20,0.0
2017-10-29,Priego de Cordoba,C�rdoba,27.2,16:50,9.1,16:50,0.0
2017-10-29,Do�a Menc�a,C�rdoba,26.2,17:00,17.0,17:00,0.0
2017-10-29,C�rdoba, Pr�gdena,C�rdoba,30.2,18:40,12.5,18:40,0.0
2017-10-29,Espiel,C�rdoba,29.2,16:40,7.4,16:40,0.0
2017-10-29,Fuente Palmera,C�rdoba,30.0,16:50,12.9,16:50,0.0
2017-10-29,Benamej�,C�rdoba,27.1,14:40,12.6,14:40,0.0
2017-10-29,Aguilar de la Frontera,C�rdoba,28.8,16:30,10.6,16:30,0.0
2017-10-29,La Rambla,C�rdoba,30.4,17:00,12.8,17:00,0.0
2017-10-29,Beteta,Cuenca,16.9,15:30,7.4,15:30,0.0
2017-10-29,Ca�izares,Cuenca,22.9,16:20,6.1,16:20,0.0
2017-10-29,Taranc�n,Cuenca,22.5,17:20,10.7,17:20,0.0
2017-10-29,Alc�zar del Rey,Cuenca,22.3,16:50,9.2,16:50,0.0
2017-10-29,Abia de Obispalia,Cuenca,23.1,16:50,4.8,16:50,0.0
2017-10-29,Villares del Saz,Cuenca,22.1,15:50,8.2,15:50,0.0
2017-10-29,Alberca de Zancara,Cuenca,19.8,16:30,8.7,16:30,0.0
2017-10-29,San Clemente,Cuenca,21.5,16:30,7.4,16:30,0.0
2017-10-29,Osa de la Vega,Cuenca,22.0,18:20,8.4,18:20,0.0
2017-10-29,Cuenca,Cuenca,22.8,17:30,6.6,17:30,0.0
2017-10-29,Motilla del Palancar,Cuenca,21.3,16:20,9.2,16:20,0.0
2017-10-29,Salvaca�ete,Cuenca,18.9,16:30,5.9,16:30,0.0
2017-10-29,Mira,Cuenca,21.3,17:00,6.7,17:00,0.0
2017-10-29,Ir�n,Gipuzkoa,16.7,16:10,12.6,16:10,0.0
2017-10-29,Renteria,Gipuzkoa,16.6,16:00,9.2,16:00,0.0
2017-10-29,Segura - Lastala,Gipuzkoa,16.9,16:00,10.0,16:00,0.0
2017-10-29,Beasain,Gipuzkoa,16.2,16:10,9.5,16:10,0.0
2017-10-29,Ordizia,Gipuzkoa,15.2,16:10,10.1,16:10,0.0
2017-10-29,Legazpia,Gipuzkoa,14.2,16:20,8.7,16:20,0.0
2017-10-29,Zumarraga,Gipuzkoa,14.1,16:10,7.9,16:10,0.0
2017-10-29,Azpeitia,Gipuzkoa,16.2,16:10,10.5,16:10,0.0
2017-10-29,Zumaia,Gipuzkoa,17.8,13:10,11.7,13:10,0.0
2017-10-29,Aretxabaleta,Gipuzkoa,15.4,16:40,7.8,16:40,0.0
2017-10-29,Elgeta,Gipuzkoa,14.7,16:20,8.5,16:20,0.0
2017-10-29,Elgoibar,Gipuzkoa,16.0,14:50,9.3,14:50,0.0
2017-10-29,Mutriku,Gipuzkoa,16.4,12:20,13.1,12:20,0.0
2017-10-29,Blanes,Girona,23.1,15:40,14.8,15:40,0.6
2017-10-29,Castell, Platja d'Aro,Girona,22.8,12:40,11.6,12:40,0.2
2017-10-29,Sant Pau de Seg�ries,Girona,18.7,14:30,5.5,14:30,0.4
2017-10-29,Planoles,Girona,19.1,14:30,5.6,14:30,0.8
2017-10-29,Ripoll,Girona,19.3,14:40,7.6,14:40,0.4
2017-10-29,Les Planes d'Hostoles,Girona,22.0,16:20,7.1,16:20,0.5
2017-10-29,Sant Hilari,Girona,17.8,13:30,6.7,13:30,0.6
2017-10-29,Girona Aeropuerto,Girona,23.5,15:00,9.2,15:00,0.0
2017-10-29,Girona,Girona,24.4,15:30,10.8,15:30,1.0
2017-10-29,Porqueres,Girona,24.3,15:50,9.4,15:50,0.6
2017-10-29,L'Estartit,Girona,23.7,16:30,15.1,16:30,0.2
2017-10-29,La Vall de Bianya,Girona,22.9,15:30,8.0,15:30,0.0
2017-10-29,Castell� d'Emp�ries,Girona,23.9,16:50,16.1,16:50,0.0
2017-10-29,Espolla,Girona,23.1,16:10,16.1,16:10,0.0
2017-10-29,Figueres,Girona,23.4,16:20,16.1,16:20,0.0
2017-10-29,La Molina,Girona,15.6,15:00,4.0,15:00,0.0
2017-10-29,Baza,Granada,25.2,16:30,4.1,16:30,0.0
2017-10-29,D�lar,Granada,21.8,12:40,11.1,12:40,0.0
2017-10-29,Granada-Cartuja,Granada,29.4,16:50,11.9,16:50,0.0
2017-10-29,Granada Aeropuerto,Granada,29.3,17:50,5.7,17:50,0.0
2017-10-29,Loja,Granada,29.2,16:40,11.8,16:40,0.0
2017-10-29,Lanjar�n,Granada,21.1,14:10,11.1,14:10,0.0
2017-10-29,Salobre�a,Granada,23.2,14:50,10.9,14:50,0.0
2017-10-29,Motril,Granada,23.0,10:40,13.7,10:40,0.0
2017-10-29,Motril, Puerto,Granada,25.2,11:00,13.2,11:00,0.0
2017-10-29,Castell de Ferro,Granada,21.5,14:10,16.0,14:10,0.0
2017-10-29,V�lor,Granada,23.4,12:10,13.9,12:10,0.0
2017-10-29,Molina de Arag�n,Guadalajara,19.5,17:30,3.4,17:30,0.0
2017-10-29,Zaorejas,Guadalajara,18.6,16:30,6.3,16:30,0.0
2017-10-29,Pastrana,Guadalajara,21.5,16:20,9.9,16:20,0.0
2017-10-29,Pantano el Vado,Guadalajara,22.9,15:20,8.3,15:20,0.0
2017-10-29,Sig�enza,Guadalajara,18.8,15:00,3.4,15:00,0.0
2017-10-29,Guadalajara,Guadalajara,22.5,16:50,11.7,16:50,0.0
2017-10-29,Brihuega,Guadalajara,20.4,15:50,7.6,15:50,0.1
2017-10-29,El Pedregal,Guadalajara,18.1,16:30,4.2,16:30,0.0
2017-10-29,Aroche,Huelva,30.7,16:10,9.1,16:10,0.0
2017-10-29,El Granado,Huelva,32.7,16:10,10.4,16:10,0.0
2017-10-29,Ayamonte,Huelva,29.3,13:40,13.5,13:40,0.0
2017-10-29,Cartaya,Huelva,25.9,15:20,9.7,15:20,0.0
2017-10-29,Alajar,Huelva,30.6,16:00,17.2,16:00,0.0
2017-10-29,Valverde del Camino,Huelva,31.6,15:40,14.1,15:40,0.0
2017-10-29,El Cerro de And�valo,Huelva,32.9,16:00,17.6,16:00,0.0
2017-10-29,Alosno, Tharsis,Huelva,31.9,16:20,18.1,16:20,0.0
2017-10-29,El Campillo,Huelva,30.5,16:50,17.4,16:50,0.0
2017-10-29,Villarrasa,Huelva,32.0,14:10,12.5,14:10,0.0
2017-10-29,Huelva, Ronda Este,Huelva,30.6,16:00,12.6,16:00,0.0
2017-10-29,Cala,Huelva,25.3,15:20,13.0,15:20,0.0
2017-10-29,Almonte,Huelva,31.1,15:40,9.0,15:40,0.0
2017-10-29,Moguer, El Arenosillo,Huelva,29.9,14:40,14.0,14:40,0.0
2017-10-29,Canfranc,Huesca,14.5,15:50,7.8,15:50,0.0
2017-10-29,Jaca,Huesca,19.5,15:30,5.3,15:30,0.0
2017-10-29,Valle de Hecho, Hecho,Huesca,18.4,15:00,6.4,15:00,0.0
2017-10-29,Arag��s del Puerto,Huesca,20.2,15:30,7.4,15:30,0.0
2017-10-29,Bailo,Huesca,20.0,15:10,8.3,15:10,0.0
2017-10-29,Biescas,Huesca,19.2,14:00,5.6,14:00,0.0
2017-10-29,Sabi��nigo,Huesca,20.5,15:50,3.2,15:50,0.0
2017-10-29,Almud�var,Huesca,22.6,15:00,10.6,15:00,0.0
2017-10-29,Sopeira,Huesca,21.9,15:30,9.9,15:30,0.0
2017-10-29,Benabarre,Huesca,19.4,16:00,7.6,16:00,0.0
2017-10-29,Bielsa,Huesca,22.9,14:30,5.9,14:30,0.0
2017-10-29,Ainsa,Huesca,20.9,14:50,8.0,14:50,0.0
